id,address,categories,city,country,cuisines,dateAdded,dateUpdated,keys,latitude,longitude,menuPageURL,menus.amountMax,menus.amountMin,menus.category,menus.currency,menus.dateSeen,menus.description,menus.name,name,postalCode,priceRangeCurrency,priceRangeMin,priceRangeMax,province,websites
AVwcisC3_7pvs4fzwPl9,160 E 38th St,"Restaurant,Bar,Mexican Restaurant",New York,US,Mexican / Southwestern,2017-02-10T10:59:34Z,2017-02-10T10:59:34Z,us/nyc/newyork/160e38thst/353773354,40.748242,-73.97626899999999,http://www.yellowpages.com/new-york-ny/mip/el-rio-grande-2669704/menu,16.95,16.95,Burritos,USD,2016-08-22T00:00:00Z,"Roasted vegetables, cheese, rice, black beans, pico de gallo or rice, beans, lettuce, cheese, pico de gallo",Burrito De Vegetable,El Rio Grande,10016,USD,25.0,40.0,Nyc,http://www.elriograndenyc.com
AVwcisC3_7pvs4fzwPl9,160 E 38th St,"Restaurant,Bar,Mexican Restaurant",New York,US,Mexican / Southwestern,2017-02-10T10:59:34Z,2017-02-10T10:59:34Z,us/nyc/newyork/160e38thst/353773354,40.748242,-73.97626899999999,http://www.yellowpages.com/new-york-ny/mip/el-rio-grande-2669704/menu,16.95,16.95,Main,USD,2016-08-22T00:00:00Z,"Slow-roasted pork with mixed vegetables, black beans, sour cream and cheese topped with mole sauce wrapped in a flour tortilla served with rice, guacamole and pico de gallo",Burrito De Puerco,El Rio Grande,10016,USD,25.0,40.0,Nyc,http://www.elriograndenyc.com
AVwcisC3_7pvs4fzwPl9,160 E 38th St,"Restaurant,Bar,Mexican Restaurant",New York,US,Mexican / Southwestern,2017-02-10T10:59:34Z,2017-02-10T10:59:34Z,us/nyc/newyork/160e38thst/353773354,40.748242,-73.97626899999999,http://www.yellowpages.com/new-york-ny/mip/el-rio-grande-2669704/menu,15.95,15.95,Brunch,USD,2016-08-22T00:00:00Z,"Scrambled eggs, cheese, red onion, jalapeno, cilantro and black beans in a whole wheat tortilla topped with a trio of sauces",Breakfast Burrito,El Rio Grande,10016,USD,25.0,40.0,Nyc,http://www.elriograndenyc.com
AVwcisC3_7pvs4fzwPl9,160 E 38th St,"Restaurant,Bar,Mexican Restaurant",New York,US,Mexican / Southwestern,2017-02-10T10:59:34Z,2017-02-10T10:59:34Z,us/nyc/newyork/160e38thst/353773354,40.748242,-73.97626899999999,http://www.yellowpages.com/new-york-ny/mip/el-rio-grande-2669704/menu,14.95,14.95,Brunch,USD,2016-08-22T00:00:00Z,Slow cooked pork and scrambled eggs mixed with guajillo sauce served on blue corn tortillas,Tacos Mananeros,El Rio Grande,10016,USD,25.0,40.0,Nyc,http://www.elriograndenyc.com
AVwcisC3_7pvs4fzwPl9,160 E 38th St,"Restaurant,Bar,Mexican Restaurant",New York,US,Mexican / Southwestern,2017-02-10T10:59:34Z,2017-02-10T10:59:34Z,us/nyc/newyork/160e38thst/353773354,40.748242,-73.97626899999999,http://www.yellowpages.com/new-york-ny/mip/el-rio-grande-2669704/menu,14.5,14.5,Main,USD,2016-08-22T00:00:00Z,"Braised pork belly, guacamole, lettuce and salsa verde sauce served in fresh corn tortillas",Pork Belly Tacos,El Rio Grande,10016,USD,25.0,40.0,Nyc,http://www.elriograndenyc.com
AVwcisC3_7pvs4fzwPl9,160 E 38th St,"Restaurant,Bar,Mexican Restaurant",New York,US,Mexican / Southwestern,2017-02-10T10:59:34Z,2017-02-10T10:59:34Z,us/nyc/newyork/160e38thst/353773354,40.748242,-73.97626899999999,http://www.yellowpages.com/new-york-ny/mip/el-rio-grande-2669704/menu,12.5,12.5,Main,USD,2016-08-22T00:00:00Z,"Sauteed tilapia, red pickled cabbage and avocado sauce served in fresh corn tortillas",Tacos De Tilapia,El Rio Grande,10016,USD,25.0,40.0,Nyc,http://www.elriograndenyc.com
AVwcisC3_7pvs4fzwPl9,160 E 38th St,"Restaurant,Bar,Mexican Restaurant",New York,US,Mexican / Southwestern,2017-02-10T10:59:34Z,2017-02-10T10:59:34Z,us/nyc/newyork/160e38thst/353773354,40.748242,-73.97626899999999,http://www.yellowpages.com/new-york-ny/mip/el-rio-grande-2669704/menu,9.95,9.95,Main,USD,2016-04-24T00:00:00Z,Served with choice of beans and rice,Tacos,El Rio Grande,10016,USD,25.0,40.0,Nyc,http://www.elriograndenyc.com
AVwciXxyByjofQCxfVxy,2575 Price St,"American Restaurant,Restaurants,Mexican Restaurant,American Restaurant and Mexican Restaurant,Restaurant",Pismo Beach,US,"Latin American Restaurants,Latin American, American",2015-10-24T00:02:23Z,2016-08-12T22:15:26Z,us/ca/pismobeach/2575pricest/861147455,35.149821,-120.654345,http://www.citysearch.com/profile/menu/648420950?singlePlatformId=ventana-grill,17.0,17.0,Between,USD,2016-08-11T00:00:00Z,"grilled alaskan halibut, flour tortillas, jalapeno crema, shredded cabbage mix, pico de gallo salsa.",Halibut Fish Tacos,Ventana Grill,93449,USD,0.0,30.0,CA,"http://ventanagrill.com,http://www.ventanagrill.com/"
AVwciXxyByjofQCxfVxy,2575 Price St,"American Restaurant,Restaurants,Mexican Restaurant,American Restaurant and Mexican Restaurant,Restaurant",Pismo Beach,US,"Latin American Restaurants,Latin American, American",2015-10-24T00:02:23Z,2016-08-12T22:15:26Z,us/ca/pismobeach/2575pricest/861147455,35.149821,-120.654345,http://www.citysearch.com/profile/menu/648420950?singlePlatformId=ventana-grill,14.0,14.0,Between,USD,2016-08-11T00:00:00Z,"shredded seared pork, corn tortillas, caramelized pineapple, roasted corn-avocado salsa, queso fresco.",Pork Carnitas Tacos,Ventana Grill,93449,USD,0.0,30.0,CA,"http://ventanagrill.com,http://www.ventanagrill.com/"
AVwciXxyByjofQCxfVxy,2575 Price St,"American Restaurant,Restaurants,Mexican Restaurant,American Restaurant and Mexican Restaurant,Restaurant",Pismo Beach,US,"Latin American Restaurants,Latin American, American",2015-10-24T00:02:23Z,2016-08-12T22:15:26Z,us/ca/pismobeach/2575pricest/861147455,35.149821,-120.654345,http://www.citysearch.com/profile/menu/648420950?singlePlatformId=ventana-grill,14.0,14.0,Between,USD,2016-08-11T00:00:00Z,"achiote marinated braised chicken, corn tortillas, green leaf lettuce, molcajete guacamole, matchstick cut red radish, diced onion, cilantro.",Pollo Pibil Tacos,Ventana Grill,93449,USD,0.0,30.0,CA,"http://ventanagrill.com,http://www.ventanagrill.com/"
AVwciXxyByjofQCxfVxy,2575 Price St,"American Restaurant,Restaurants,Mexican Restaurant,American Restaurant and Mexican Restaurant,Restaurant",Pismo Beach,US,"Latin American Restaurants,Latin American, American",2015-10-24T00:02:23Z,2016-08-12T22:15:26Z,us/ca/pismobeach/2575pricest/861147455,35.149821,-120.654345,http://www.citysearch.com/profile/menu/648420950?singlePlatformId=ventana-grill,14.0,14.0,Between,USD,2016-08-11T00:00:00Z,"grilled marinated skirt steak, homemade corn tortillas, caramelized spring onions, shredded cabbage mix, cilantro chimichurri sauce, goat cheese.",Carne Asada Tacos,Ventana Grill,93449,USD,0.0,30.0,CA,"http://ventanagrill.com,http://www.ventanagrill.com/"
AVwciXxyByjofQCxfVxy,2575 Price St,"American Restaurant,Restaurants,Mexican Restaurant,American Restaurant and Mexican Restaurant,Restaurant",Pismo Beach,US,"Latin American Restaurants,Latin American, American",2015-10-24T00:02:23Z,2016-08-12T22:15:26Z,us/ca/pismobeach/2575pricest/861147455,35.149821,-120.654345,http://www.citysearch.com/profile/menu/648420950?singlePlatformId=ventana-grill,14.0,14.0,Between,USD,2016-08-11T00:00:00Z,"chicken, pork or beef, charro beans, poblano rice, cheese trio, crema, guacamole, cilantro, chile colorado sauce.",Burrito,Ventana Grill,93449,USD,0.0,30.0,CA,"http://ventanagrill.com,http://www.ventanagrill.com/"
AVwcm4oJByjofQCxgLqz,990 Great Plain Ave,"Restaurants,Catering,Indian Restaurant",Needham,US,Indian,2016-03-24T10:22:55Z,2017-03-20T21:53:22Z,us/ma/needham/990greatplainave/-326667476,42.279933,-71.236521,http://www.citysearch.com/profile/menu/38586226?singlePlatformId=masala-art,6.0,6.0,Indian Tapas,USD,2016-04-24T00:00:00Z,Mini taco shells filled with spicy minced tandoori chicken or minced homemade cheese,Tandoori Chicken or Paneer Taco,Masala Art,2492,USD,25.0,40.0,MA,http://masala-art.com
AVwcmV6EByjofQCxgFYD,409 F St,"Latin American Restaurant,Bar,Spanish Restaurant,Restaurant",San Diego,US,"Latin / Spanish, Latin American",2015-10-20T04:20:10Z,2017-07-06T01:40:33Z,us/ca/sandiego/409fst/-1328758961,32.7135,-117.160888,http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EWw0zDoT-UWc_izWF3zs5PKGdfOHubWrvM0QwDCYwbOH2fdLi0dK5xArULcksCCbfR-WWAz9xD1AmGVAQZIom4U3n5R4DuRC8WJCtvJcNItEKoCSfzwapuMLvebwKqWtPm-4vwEFmgapvZF8QWiQ5QaTrQRGS9JDM_nv6VXiYS8xjIPAytyQn8tcebaFyUB_cZgWHJgnyHp7hXD_lI4Teier_ilHfb8zxmf3yINO7CMcG5m1sKTnlw0nyONWvZjIX5opHrgrNRqlzqX72Ro6OC-Jzyab1um7aHwmtKw_X7Kthm-PeC8z-0wjEm1KTkiFJwDldl2T2cWtltRE-iIlZMTrUWkP9S7WHLQlRPExAhq_PJ-rk9_dtT-PGURFkQP2mAqOTPZS1y70UKirlHGhWEYDJDsdDSmobwWkLv1eGAgFRxyq6QL0MfDFewsWa4jlAJmwgiTmRA7FULmLyK6oSOTzcyb0rK6orgz_kxS3v_C7Zvdl_f14LvT9EY_MRAoUY_JlHDkDFl3Xnq40PjSxjOg50tg6YozhRMr_mI3qQ2Si58WdL24AXpCmKgW2KYbUKOHW1TkKd19M&placement=listing_profile&cs_user=unknown&cs_session=3d22339c03406b933df1b0aa3b4b08b619641b5f,22.0,22.0,Street Tacos,USD,2016-08-03T00:00:00Z,"Grilled Lobster Tail, Sriracha Aioli, Pico de Gallo, Cabbage, Cotija",Puerto Nuevo Lobster Tacos,Viva Bar + Kitchen,92101,USD,0.0,30.0,CA,http://vivabarkitchen.com/
AVwcmV6EByjofQCxgFYD,409 F St,"Latin American Restaurant,Bar,Spanish Restaurant,Restaurant",San Diego,US,"Latin / Spanish, Latin American",2015-10-20T04:20:10Z,2017-07-06T01:40:33Z,us/ca/sandiego/409fst/-1328758961,32.7135,-117.160888,http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EWw0zDoT-UWc_izWF3zs5PKGdfOHubWrvM0QwDCYwbOH2fdLi0dK5xArULcksCCbfR-WWAz9xD1AmGVAQZIom4U3n5R4DuRC8WJCtvJcNItEKoCSfzwapuMLvebwKqWtPm-4vwEFmgapvZF8QWiQ5QaTrQRGS9JDM_nv6VXiYS8xjIPAytyQn8tcebaFyUB_cZgWHJgnyHp7hXD_lI4Teier_ilHfb8zxmf3yINO7CMcG5m1sKTnlw0nyONWvZjIX5opHrgrNRqlzqX72Ro6OC-Jzyab1um7aHwmtKw_X7Kthm-PeC8z-0wjEm1KTkiFJwDldl2T2cWtltRE-iIlZMTrUWkP9S7WHLQlRPExAhq_PJ-rk9_dtT-PGURFkQP2mAqOTPZS1y70UKirlHGhWEYDJDsdDSmobwWkLv1eGAgFRxyq6QL0MfDFewsWa4jlAJmwgiTmRA7FULmLyK6oSOTzcyb0rK6orgz_kxS3v_C7Zvdl_f14LvT9EY_MRAoUY_JlHDkDFl3Xnq40PjSxjOg50tg6YozhRMr_mI3qQ2Si58WdL24AXpCmKgW2KYbUKOHW1TkKd19M&placement=listing_profile&cs_user=unknown&cs_session=3d22339c03406b933df1b0aa3b4b08b619641b5f,17.0,17.0,Street Tacos,USD,2016-08-03T00:00:00Z,"Beer Battered Shrimp, Sriracha Aioli, Guacamole, Pico de Gallo, Cabbage, Cotija",Baja Style Shrimp Tacos,Viva Bar + Kitchen,92101,USD,0.0,30.0,CA,http://vivabarkitchen.com/
AVwcmV6EByjofQCxgFYD,409 F St,"Latin American Restaurant,Bar,Spanish Restaurant,Restaurant",San Diego,US,"Latin / Spanish, Latin American",2015-10-20T04:20:10Z,2017-07-06T01:40:33Z,us/ca/sandiego/409fst/-1328758961,32.7135,-117.160888,http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EWw0zDoT-UWc_izWF3zs5PKGdfOHubWrvM0QwDCYwbOH2fdLi0dK5xArULcksCCbfR-WWAz9xD1AmGVAQZIom4U3n5R4DuRC8WJCtvJcNItEKoCSfzwapuMLvebwKqWtPm-4vwEFmgapvZF8QWiQ5QaTrQRGS9JDM_nv6VXiYS8xjIPAytyQn8tcebaFyUB_cZgWHJgnyHp7hXD_lI4Teier_ilHfb8zxmf3yINO7CMcG5m1sKTnlw0nyONWvZjIX5opHrgrNRqlzqX72Ro6OC-Jzyab1um7aHwmtKw_X7Kthm-PeC8z-0wjEm1KTkiFJwDldl2T2cWtltRE-iIlZMTrUWkP9S7WHLQlRPExAhq_PJ-rk9_dtT-PGURFkQP2mAqOTPZS1y70UKirlHGhWEYDJDsdDSmobwWkLv1eGAgFRxyq6QL0MfDFewsWa4jlAJmwgiTmRA7FULmLyK6oSOTzcyb0rK6orgz_kxS3v_C7Zvdl_f14LvT9EY_MRAoUY_JlHDkDFl3Xnq40PjSxjOg50tg6YozhRMr_mI3qQ2Si58WdL24AXpCmKgW2KYbUKOHW1TkKd19M&placement=listing_profile&cs_user=unknown&cs_session=3d22339c03406b933df1b0aa3b4b08b619641b5f,15.0,15.0,Street Tacos,USD,2016-08-03T00:00:00Z,"Braised Lamb, Guacamole, Onions, Cilantro",Braised Lamb Tacos (birria),Viva Bar + Kitchen,92101,USD,0.0,30.0,CA,http://vivabarkitchen.com/
AVwcmV6EByjofQCxgFYD,409 F St,"Latin American Restaurant,Bar,Spanish Restaurant,Restaurant",San Diego,US,"Latin / Spanish, Latin American",2015-10-20T04:20:10Z,2017-07-06T01:40:33Z,us/ca/sandiego/409fst/-1328758961,32.7135,-117.160888,http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EWw0zDoT-UWc_izWF3zs5PKGdfOHubWrvM0QwDCYwbOH2fdLi0dK5xArULcksCCbfR-WWAz9xD1AmGVAQZIom4U3n5R4DuRC8WJCtvJcNItEKoCSfzwapuMLvebwKqWtPm-4vwEFmgapvZF8QWiQ5QaTrQRGS9JDM_nv6VXiYS8xjIPAytyQn8tcebaFyUB_cZgWHJgnyHp7hXD_lI4Teier_ilHfb8zxmf3yINO7CMcG5m1sKTnlw0nyONWvZjIX5opHrgrNRqlzqX72Ro6OC-Jzyab1um7aHwmtKw_X7Kthm-PeC8z-0wjEm1KTkiFJwDldl2T2cWtltRE-iIlZMTrUWkP9S7WHLQlRPExAhq_PJ-rk9_dtT-PGURFkQP2mAqOTPZS1y70UKirlHGhWEYDJDsdDSmobwWkLv1eGAgFRxyq6QL0MfDFewsWa4jlAJmwgiTmRA7FULmLyK6oSOTzcyb0rK6orgz_kxS3v_C7Zvdl_f14LvT9EY_MRAoUY_JlHDkDFl3Xnq40PjSxjOg50tg6YozhRMr_mI3qQ2Si58WdL24AXpCmKgW2KYbUKOHW1TkKd19M&placement=listing_profile&cs_user=unknown&cs_session=3d22339c03406b933df1b0aa3b4b08b619641b5f,13.0,13.0,Street Tacos,USD,2016-08-03T00:00:00Z,"Grilled Achiote Marinated Chicken Breast , Guacamole, Onions, Cilantro",Pollo Asada Tacos,Viva Bar + Kitchen,92101,USD,0.0,30.0,CA,http://vivabarkitchen.com/
AVwcmV6EByjofQCxgFYD,409 F St,"Latin American Restaurant,Bar,Spanish Restaurant,Restaurant",San Diego,US,"Latin / Spanish, Latin American",2015-10-20T04:20:10Z,2017-07-06T01:40:33Z,us/ca/sandiego/409fst/-1328758961,32.7135,-117.160888,http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EWw0zDoT-UWc_izWF3zs5PKGdfOHubWrvM0QwDCYwbOH2fdLi0dK5xArULcksCCbfR-WWAz9xD1AmGVAQZIom4U3n5R4DuRC8WJCtvJcNItEKoCSfzwapuMLvebwKqWtPm-4vwEFmgapvZF8QWiQ5QaTrQRGS9JDM_nv6VXiYS8xjIPAytyQn8tcebaFyUB_cZgWHJgnyHp7hXD_lI4Teier_ilHfb8zxmf3yINO7CMcG5m1sKTnlw0nyONWvZjIX5opHrgrNRqlzqX72Ro6OC-Jzyab1um7aHwmtKw_X7Kthm-PeC8z-0wjEm1KTkiFJwDldl2T2cWtltRE-iIlZMTrUWkP9S7WHLQlRPExAhq_PJ-rk9_dtT-PGURFkQP2mAqOTPZS1y70UKirlHGhWEYDJDsdDSmobwWkLv1eGAgFRxyq6QL0MfDFewsWa4jlAJmwgiTmRA7FULmLyK6oSOTzcyb0rK6orgz_kxS3v_C7Zvdl_f14LvT9EY_MRAoUY_JlHDkDFl3Xnq40PjSxjOg50tg6YozhRMr_mI3qQ2Si58WdL24AXpCmKgW2KYbUKOHW1TkKd19M&placement=listing_profile&cs_user=unknown&cs_session=3d22339c03406b933df1b0aa3b4b08b619641b5f,13.0,13.0,Street Tacos,USD,2016-08-03T00:00:00Z,"Grilled Marinated Beef Tenderloin, Guacamole, Onions, Cilantro",Carne Asada Tacos,Viva Bar + Kitchen,92101,USD,0.0,30.0,CA,http://vivabarkitchen.com/
AVwcmV6EByjofQCxgFYD,409 F St,"Latin American Restaurant,Bar,Spanish Restaurant,Restaurant",San Diego,US,"Latin / Spanish, Latin American",2015-10-20T04:20:10Z,2017-07-06T01:40:33Z,us/ca/sandiego/409fst/-1328758961,32.7135,-117.160888,http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EWw0zDoT-UWc_izWF3zs5PKGdfOHubWrvM0QwDCYwbOH2fdLi0dK5xArULcksCCbfR-WWAz9xD1AmGVAQZIom4U3n5R4DuRC8WJCtvJcNItEKoCSfzwapuMLvebwKqWtPm-4vwEFmgapvZF8QWiQ5QaTrQRGS9JDM_nv6VXiYS8xjIPAytyQn8tcebaFyUB_cZgWHJgnyHp7hXD_lI4Teier_ilHfb8zxmf3yINO7CMcG5m1sKTnlw0nyONWvZjIX5opHrgrNRqlzqX72Ro6OC-Jzyab1um7aHwmtKw_X7Kthm-PeC8z-0wjEm1KTkiFJwDldl2T2cWtltRE-iIlZMTrUWkP9S7WHLQlRPExAhq_PJ-rk9_dtT-PGURFkQP2mAqOTPZS1y70UKirlHGhWEYDJDsdDSmobwWkLv1eGAgFRxyq6QL0MfDFewsWa4jlAJmwgiTmRA7FULmLyK6oSOTzcyb0rK6orgz_kxS3v_C7Zvdl_f14LvT9EY_MRAoUY_JlHDkDFl3Xnq40PjSxjOg50tg6YozhRMr_mI3qQ2Si58WdL24AXpCmKgW2KYbUKOHW1TkKd19M&placement=listing_profile&cs_user=unknown&cs_session=3d22339c03406b933df1b0aa3b4b08b619641b5f,12.0,12.0,Sandwiches Y Mas,USD,2016-08-03T00:00:00Z,"Grilled Marinated Beef Tenderloin, Scrambled Eggs, Guacamole, Pico de Gallo, Papas Fritas",Carne Asada Burrito,Viva Bar + Kitchen,92101,USD,0.0,30.0,CA,http://vivabarkitchen.com/
AVwcmV6EByjofQCxgFYD,409 F St,"Latin American Restaurant,Bar,Spanish Restaurant,Restaurant",San Diego,US,"Latin / Spanish, Latin American",2015-10-20T04:20:10Z,2017-07-06T01:40:33Z,us/ca/sandiego/409fst/-1328758961,32.7135,-117.160888,http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EWw0zDoT-UWc_izWF3zs5PKGdfOHubWrvM0QwDCYwbOH2fdLi0dK5xArULcksCCbfR-WWAz9xD1AmGVAQZIom4U3n5R4DuRC8WJCtvJcNItEKoCSfzwapuMLvebwKqWtPm-4vwEFmgapvZF8QWiQ5QaTrQRGS9JDM_nv6VXiYS8xjIPAytyQn8tcebaFyUB_cZgWHJgnyHp7hXD_lI4Teier_ilHfb8zxmf3yINO7CMcG5m1sKTnlw0nyONWvZjIX5opHrgrNRqlzqX72Ro6OC-Jzyab1um7aHwmtKw_X7Kthm-PeC8z-0wjEm1KTkiFJwDldl2T2cWtltRE-iIlZMTrUWkP9S7WHLQlRPExAhq_PJ-rk9_dtT-PGURFkQP2mAqOTPZS1y70UKirlHGhWEYDJDsdDSmobwWkLv1eGAgFRxyq6QL0MfDFewsWa4jlAJmwgiTmRA7FULmLyK6oSOTzcyb0rK6orgz_kxS3v_C7Zvdl_f14LvT9EY_MRAoUY_JlHDkDFl3Xnq40PjSxjOg50tg6YozhRMr_mI3qQ2Si58WdL24AXpCmKgW2KYbUKOHW1TkKd19M&placement=listing_profile&cs_user=unknown&cs_session=3d22339c03406b933df1b0aa3b4b08b619641b5f,10.0,10.0,Street Tacos,USD,2016-08-03T00:00:00Z,"Fresh Beer Battered Halibut, Chipotle Aioli, Guacamole, Pico de Gallo, Cabbage, Cotija",Beer Battered Halibut Tacos,Viva Bar + Kitchen,92101,USD,0.0,30.0,CA,http://vivabarkitchen.com/
AVwcmV6EByjofQCxgFYD,409 F St,"Latin American Restaurant,Bar,Spanish Restaurant,Restaurant",San Diego,US,"Latin / Spanish, Latin American",2015-10-20T04:20:10Z,2017-07-06T01:40:33Z,us/ca/sandiego/409fst/-1328758961,32.7135,-117.160888,http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EWw0zDoT-UWc_izWF3zs5PKGdfOHubWrvM0QwDCYwbOH2fdLi0dK5xArULcksCCbfR-WWAz9xD1AmGVAQZIom4U3n5R4DuRC8WJCtvJcNItEKoCSfzwapuMLvebwKqWtPm-4vwEFmgapvZF8QWiQ5QaTrQRGS9JDM_nv6VXiYS8xjIPAytyQn8tcebaFyUB_cZgWHJgnyHp7hXD_lI4Teier_ilHfb8zxmf3yINO7CMcG5m1sKTnlw0nyONWvZjIX5opHrgrNRqlzqX72Ro6OC-Jzyab1um7aHwmtKw_X7Kthm-PeC8z-0wjEm1KTkiFJwDldl2T2cWtltRE-iIlZMTrUWkP9S7WHLQlRPExAhq_PJ-rk9_dtT-PGURFkQP2mAqOTPZS1y70UKirlHGhWEYDJDsdDSmobwWkLv1eGAgFRxyq6QL0MfDFewsWa4jlAJmwgiTmRA7FULmLyK6oSOTzcyb0rK6orgz_kxS3v_C7Zvdl_f14LvT9EY_MRAoUY_JlHDkDFl3Xnq40PjSxjOg50tg6YozhRMr_mI3qQ2Si58WdL24AXpCmKgW2KYbUKOHW1TkKd19M&placement=listing_profile&cs_user=unknown&cs_session=3d22339c03406b933df1b0aa3b4b08b619641b5f,9.0,9.0,Street Tacos,USD,2016-08-03T00:00:00Z,"Braised Short Rib, Chipotle Aioli, Guacamole, Pico de Gallo, Cilantro, Cabbage, Cotija",Braised Short Rib Tacos,Viva Bar + Kitchen,92101,USD,0.0,30.0,CA,http://vivabarkitchen.com/
AVwcmV6EByjofQCxgFYD,409 F St,"Latin American Restaurant,Bar,Spanish Restaurant,Restaurant",San Diego,US,"Latin / Spanish, Latin American",2015-10-20T04:20:10Z,2017-07-06T01:40:33Z,us/ca/sandiego/409fst/-1328758961,32.7135,-117.160888,http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EWw0zDoT-UWc_izWF3zs5PKGdfOHubWrvM0QwDCYwbOH2fdLi0dK5xArULcksCCbfR-WWAz9xD1AmGVAQZIom4U3n5R4DuRC8WJCtvJcNItEKoCSfzwapuMLvebwKqWtPm-4vwEFmgapvZF8QWiQ5QaTrQRGS9JDM_nv6VXiYS8xjIPAytyQn8tcebaFyUB_cZgWHJgnyHp7hXD_lI4Teier_ilHfb8zxmf3yINO7CMcG5m1sKTnlw0nyONWvZjIX5opHrgrNRqlzqX72Ro6OC-Jzyab1um7aHwmtKw_X7Kthm-PeC8z-0wjEm1KTkiFJwDldl2T2cWtltRE-iIlZMTrUWkP9S7WHLQlRPExAhq_PJ-rk9_dtT-PGURFkQP2mAqOTPZS1y70UKirlHGhWEYDJDsdDSmobwWkLv1eGAgFRxyq6QL0MfDFewsWa4jlAJmwgiTmRA7FULmLyK6oSOTzcyb0rK6orgz_kxS3v_C7Zvdl_f14LvT9EY_MRAoUY_JlHDkDFl3Xnq40PjSxjOg50tg6YozhRMr_mI3qQ2Si58WdL24AXpCmKgW2KYbUKOHW1TkKd19M&placement=listing_profile&cs_user=unknown&cs_session=3d22339c03406b933df1b0aa3b4b08b619641b5f,8.0,8.0,Street Tacos,USD,2016-08-03T00:00:00Z,"Crispy Pork Belly, Garlic Aioli, Guacamole, Pico de Gallo, Cabbage, Cotija",Crispy Pork Belly Tacos,Viva Bar + Kitchen,92101,USD,0.0,30.0,CA,http://vivabarkitchen.com/
AVwcnMnLkufWRAb5xH0o,2223 El Cajon Blvd,"Restaurants,Lounges",San Diego,US,Steakhouse,2016-08-20T21:02:48Z,2017-07-01T14:19:12Z,us/ca/sandiego/2223elcajonblvd/-97572944,32.755122,-117.140689,http://www.citysearch.com/profile/menu/455853?singlePlatformId=red-fox-steak-house,14.0,14.0,Lunch Plates,USD,2016-08-16T00:00:00Z,"blackened wahoo, shrimp, scallops, cabbage, avocado, guajillo banana mole, cotija cheese, corn tortillas",Spicy Seafood Tacos,Red Fox Steak House,92104,USD,0.0,30.0,CA,http://www.lafayettehotelsd.com/
AVwcppTr_7pvs4fzxeL3,4401 Wallingford Ave N,"restaurants,American Restaurant,American Restaurants,Restaurant,Breakfast Spot",Seattle,US,Traditional American,2015-01-28T21:17:24Z,2017-03-07T01:16:15Z,us/wallingford/seattle/4401wallingfordaven/605200482,47.660492,-122.336332,http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EWw0zDoT-UWc_izWF3zs5PKGdfOHubWrvM0QwDCYwbOH2fdLi0dK5xArULcksCCbfR-WWAz9xD1AmGVAQZIom4U3n5R4DuRC8WJCtvJcNItEKoCSfzwapuMLvebwKqWtPm-4vwEFmgapvZF8QWiQ5QUxzjoIhsRjoY4MShpyt8nD2JuW9HVVpcCxhebGK1bDUGEz_vAbIH7pzdbbusr3SvI7bSwzEnk9xi_1vd7xHL7bpTMypx-cUhQn13EvIYiBy_N3UqtZd_PE4H7VdZo1BXdhNvsowaasv3tP6A3IMjmbiz3H28GOQTd0xgTHx_kxVJPOTnErG9gXAuNGqo8pEm0tNRYSyTNM3uud091Zsx-wxuDBiqC5yQb5EK1uop2F7yY33C2Pqsk0yYY-9sMqklU4E-mBF_zIKU5H50I-_I9n9zuZzRq6wAwFlJeAR0FnOunTq_Kv0NttFU1dMl9QPEe8uMK11VK1jzT6SOtGFn7Q2OsLyYvRX33nXTU8WdUUKk3HQeVpAa0U6SrXcaxNumEo73bOqQFkvm_0BF28JSdDpyMiawae8tDpZUvfizcqPtqDjdPz6wTomgojwmOGB4tvJMtT_H5oh&placement=listing_profile&cs_user=unknown&cs_session=438ced14ea6dfb90cfeb875c1768257d6ec994aa,14.0,14.0,Sandwiches,USD,2016-07-29T00:00:00Z,"Wild salmon, fresh shredded cabbage, corn salsa and sriracha mayo, served with kettle chips",Blackened Salmon Corn Tacos,Julia's of Wallingford,98103,USD,25.0,40.0,Wallingford,http://juliasrestaurantseattle.com
